METERINGPOINTID,MESSAGE_ID,BRS,STATE_CODE,INITIATION_DATE,OCCURRENCE_DATETIME,BUSINESS_ROLE,JURIDICAL_PARTY,PHYSICAL_PARTY,STATUS,STATE_DESC
707012117571071407,2d363130-3432-3730-3137-333434383633,BRS-NO-122,Completed,2018-04-17 07:56:01.418 UTC,2018-04-17 07:57:30.068 UTC,DDM,7080005551373,,Completed,Completed
707012117571071407,bfc6a8c0-b049-4792-a399-9cdf8215602b,BRS-NO-122,Completed,2018-04-17 07:56:01.418 UTC,2018-04-17 07:56:01.418 UTC,DDM,7080005551373,7080005551373,Completed,Completed
707012117571071407,33313230-3134-3835-3736-303532353231,BRS-NO-121,Completed,2018-04-17 07:54:08.263 UTC,2018-04-17 07:55:31.204 UTC,DDM,7080005551373,,Completed,Completed
707012117571071407,47984645-58dd-4540-9215-93df6042b297,BRS-NO-121,Completed,2018-04-17 07:54:08.263 UTC,2018-04-17 07:54:08.263 UTC,DDM,7080005551373,7080005551373,Completed,Completed
