METERINGPOINTID,ENDUSERID,ENERGYSUPPLIERCONTRACTID,ESCSTART,ESCEND,ESCPROVIDERID,BALANCECONTRACTID,BCSTART,BCEND,BCPROVIDERID,CONTRACTENDREASON,ROLLBACKDATE,CONTRACTOFLASTRESORT,PASSTHROUGHBILLING,ESCCLASS,BCCLASS
707057505004546258,434c411c-4596-44d1-a047-de95e00cd002,b50d7729-53fc-4328-8244-6a514f383930_BSPROD,2017-02-21 23:00:00,,7080005554381,b74045d0-6ccf-4070-9d83-89db01e2371b,2017-02-21 23:00:00,,7080005554381,,,false,false,Generation Energy Supplier,Generation Balance Provider
