METERINGPOINTID,MEASUREMENTNAME,PRODUCT,UNITOFMEASURE,DIRECTION,VALUESINDICATOR,RESOLUTION,EXCLUDEFROMSETTLEMENT,STARTDATE,ENDDATE,SENDTOMARKETPARTY
707057505004546258,EH.ELECTRIC.KWH.11.1,8716867000030,kWh,In,,PT60M,N,2017-02-21 23:00:00,,true
