METERINGPOINTID,MEASUREMENTNAME,PRODUCT,UNITOFMEASURE,DIRECTION,VALUESINDICATOR,RESOLUTION,EXCLUDEFROMSETTLEMENT,STARTDATE,ENDDATE,SENDTOMARKETPARTY
707012117571071407,EH.ELECTRIC.KWH.1.2,8716867000030,kWh,Out,,N,N,2018-04-16 22:00:00,,
