METERINGPOINTID,LOCATIONDESCRIPTION,METERCONSTANT,METERNUMBER,NOOFDIGITS,TYPE,CLASSNAME,DEVICEFUNCTIONTYPE,VIRTUALIND,STARTDATE,ENDDATE
707012117571071407,,1,001694845,1,Meter,Electric Meter,N,N/A,2018-04-16 22:00:00,
